datetime,nbbike,nbdock,nbbikeoverflow,nbfreedock,nbebike,nbedock,nbebikeoverflow,nbfreeedock,station_state,kioskstate,maxbikeoverflow,creditcard,station_type,overflowactivation,station_code,overflow,duedate,densitylevel
2019-12-24T11:15:01.010Z,32,0,0,0,11,60,0,17,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T11:28:15.908Z,31,0,0,0,11,60,0,18,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T11:28:15.908Z,31,0,0,0,11,60,0,18,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T12:01:00.679Z,26,0,0,0,13,60,0,21,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T12:16:00.670Z,24,0,0,0,10,60,0,26,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T12:31:01.036Z,22,0,0,0,9,60,0,29,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T12:46:01.107Z,22,0,0,0,7,60,0,31,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T13:02:01.095Z,22,0,0,0,8,60,0,30,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T13:16:02.037Z,22,0,0,0,8,60,0,30,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T13:31:00.519Z,22,0,0,0,10,60,0,28,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T13:46:01.058Z,26,0,0,0,10,60,0,24,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T14:02:01.305Z,27,0,0,0,9,60,0,24,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T14:16:00.635Z,28,0,0,0,10,60,0,22,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T14:31:00.562Z,27,0,0,0,9,60,0,24,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T14:46:00.525Z,28,0,0,0,7,60,0,25,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T15:02:00.692Z,28,0,0,0,6,60,0,26,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T15:16:01.154Z,33,0,0,0,7,60,0,20,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T15:31:00.701Z,35,0,0,0,7,60,0,18,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T15:46:01.643Z,35,0,0,0,6,60,0,19,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T16:02:01.159Z,30,0,0,0,5,60,0,25,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T16:17:00.881Z,28,0,0,0,5,60,0,27,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-24T16:32:00.664Z,27,0,0,0,6,60,0,27,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
